actual,predicted,date,brent_spot_price,log_brent,pred_level,actual_level
0.0431721718652085,-0.07029590842706286,2022-09-01,89.76,4.49713944177439,83.66690786827996,93.72000000000035
-0.0296873865287219,-0.06728723897612329,2022-10-01,93.33,4.53614159957766,87.25670101534683,90.60000000000042
-0.0973468180853629,-0.016751544184109127,2022-11-01,91.42,4.5154642729036,89.90132938287715,82.94000000000014
-0.0415070618819557,0.006881581554881427,2022-12-01,80.92,4.39346101229954,81.47877801252255,77.62999999999965
-0.0292727825430177,0.020370236847316054,2023-01-01,82.5,4.41279829334063,84.19777790204162,80.11999999999955
0.0107184743863744,-0.0060941427000129065,2023-02-01,82.59,4.41388860782263,82.08821528120994,83.48000000000033
0.0852566827334806,-0.06842583751868722,2023-03-01,78.43,4.36220650722457,73.24285274620149,85.40999999999958
0.0607358132325722,-0.08244004683430174,2023-04-01,84.64,4.43840696810999,77.94215283892989,89.94000000000008
0.0799305834805857,0.03163170780030291,2023-05-01,75.47,4.32373522629678,77.8954025727362,81.75000000000021
0.094410888239592,0.10929100162263777,2023-06-01,74.84,4.31535250140589,83.48304046538196,82.25000000000006
0.0610137168816713,0.09891585121352034,2023-07-01,80.11,4.38340069022703,88.43930888401376,85.15000000000036
-0.0695734230272045,0.1385245194296335,2023-08-01,86.15,4.45608996297394,98.94998123462895,80.36000000000016
-0.235976286681585,0.16932362657506178,2023-09-01,93.72,4.5403116136396,111.01165993052072,74.02000000000034
-0.180601183180996,0.11552648109551064,2023-10-01,90.6,4.50645421304893,101.69525998430991,75.62999999999971
-0.10933378191207101,0.0723602341658738,2023-11-01,82.94,4.41811745481824,89.16402838138967,74.3500000000003
-0.0497825409931716,0.04556452981746441,2023-12-01,77.63,4.35195395041759,81.24899730198524,73.86000000000008
-0.0106657639485528,0.053989723299196345,2024-01-01,80.12,4.38352551079762,84.56455727554601,79.27000000000021
-0.101269443883798,0.02497651422830925,2024-02-01,83.48,4.424607082209,85.59129606013583,75.43999999999993
-0.160709235791606,-0.03904911823533779,2024-03-01,85.41,4.44746318995806,82.13909344178339,72.7300000000003
-0.277725136556985,-0.010563955382235729,2024-04-01,89.94,4.49914278134256,88.99487875165782,68.12999999999994
-0.237776080392166,-0.07248337237395457,2024-05-01,81.75,4.40366580977736,76.03413904619745,64.44999999999985
-0.140905453077237,-0.05932929900049997,2024-06-01,82.25,4.40976338964548,77.51210290207554,71.43999999999997
