actual,predicted,date,brent_spot_price,log_brent,pred_level,actual_level
-0.0763688548606609,0.11271298578931085,2018-05-01,76.98,4.3435456478556,86.16453220384808,71.31999999999996
-0.147275652747801,0.12849310226914742,2018-06-01,74.41,4.30959034140917,84.6126213211779,64.22000000000008
-0.14980547622479,0.10946826399927868,2018-07-01,74.25,4.30743777768281,82.83958622804917,63.920000000000044
-0.205785089083104,0.10793726149025083,2018-08-01,72.53,4.28400026937532,80.7968137421774,59.039999999999935
-0.227621810692143,0.07287424420575285,2018-09-01,78.89,4.368054477107,84.85371054044883,62.8300000000001
-0.305319945913733,0.04018700573158769,2018-10-01,81.03,4.39481945647263,84.3526699907092,59.70999999999978
-0.0240711840954404,0.030752542122760188,2018-11-01,64.75,4.17053370057965,66.7721610348455,63.21000000000015
0.159961617731257,0.024718035874837098,2018-12-01,57.36,4.04934719629136,58.79549475558732,67.3099999999997
0.068936762635766,0.06080564503746459,2019-01-01,59.41,4.08446256236765,63.13455278572501,63.650000000000006
-0.138996131868009,0.06869242459661855,2019-02-01,63.96,4.15825788796575,68.50798532505677,55.6599999999998
-0.725725353571875,0.07911456484588171,2019-03-01,66.14,4.19177370755365,71.58519453874696,32.0100000000001
-1.35465096106272,0.028211003554682194,2019-04-01,71.23,4.26591407799026,73.26808279632833,18.37999999999998
-0.886862622249208,-0.010094156474354198,2019-05-01,71.32,4.26717679299494,70.60370603397787,29.380000000000024
-0.466707913798005,-0.028096829112132266,2019-06-01,64.22,4.16231468866137,62.4407345423618,40.270000000000095
-0.390866308687011,-0.04352302731407687,2019-07-01,63.92,4.15763230145802,61.197679623079814,43.24000000000006
-0.277347224230233,-0.017093238876973494,2019-08-01,59.04,4.07821518029222,58.03939136088433,44.74000000000018
-0.429058134473548,-0.05431551103838626,2019-09-01,62.83,4.14043266641486,59.50838073825047,40.91000000000018
-0.395881302097791,-0.02991316981295538,2019-10-01,59.71,4.0894995105589,57.950334428107645,40.189999999999976
-0.392497815714337,-0.005550382714872746,2019-11-01,63.21,4.14646251648421,62.860132156997615,42.69000000000008
-0.297485828597143,-0.002969499300787078,2019-12-01,67.31,4.20930881402262,67.11041947583458,49.98999999999991
-0.150256726207785,-0.07056042670071919,2020-01-01,63.65,4.15339932500342,59.313616386380836,54.770000000000266
0.112378590868053,-0.06724888216225879,2020-02-01,55.66,4.01926175609774,52.040011463954094,62.27999999999971
0.714626797991349,-0.07553642683327724,2020-03-01,32.01,3.46604835398177,29.681142964654594,65.40999999999987
1.26019679551208,0.1126626325498699,2020-04-01,18.38,2.91126311692754,20.571893469505667,64.80999999999972
0.846957434852001,0.17747308990842753,2020-05-01,29.38,3.38031417074573,35.085476175093724,68.52999999999992
0.597042048659302,0.16206895580832822,2020-06-01,40.27,3.69560677486336,47.355157218559015,73.15999999999974
0.55298622241837,0.11125921815950598,2020-07-01,43.24,3.76676599277101,48.32868182078009,75.17000000000021
0.458284580461363,0.02895366201684096,2020-08-01,44.74,3.80086795606198,46.054322242963806,70.74999999999974
0.599290356246878,-0.03305037917751925,2020-09-01,40.91,3.71137453194131,39.58000841428819,74.49000000000022
0.73170735060792,0.04615634913603475,2020-10-01,40.19,3.69361820846111,42.08850056265829,83.54000000000008
0.641101547411814,0.12153475957597615,2020-11-01,42.69,3.75396470076987,48.20676964909509,81.04999999999991
0.394536770322988,0.23098672812557464,2020-12-01,49.99,3.91182298542548,62.979527518139825,74.17000000000009
0.457117415396652,0.3596264545320356,2021-01-01,54.77,4.00314259879563,78.4741329030979,86.50999999999999
0.444409940448442,0.41943311689655244,2021-02-01,62.28,4.1316403469658,94.73404732860155,97.13000000000028
0.583633255353267,0.35362652284524076,2021-03-01,65.41,4.18067515197312,93.15843770147498,117.24999999999986
0.47849241632036,0.3477027305535993,2021-04-01,64.81,4.17145991243962,91.75873098376742,104.57999999999953
0.503120545143741,0.402002425509715,2021-05-01,68.53,4.22727160559773,102.43966909640025,113.33999999999975
0.517175024465791,0.39876854635211156,2021-06-01,73.16,4.29264882352266,109.00757441653454,122.7099999999993
0.398121460711798,0.4023810617095956,2021-07-01,75.17,4.31975221518938,112.4077940232004,111.93000000000026
0.350507554737597,0.4299937022155795,2021-08-01,70.75,4.25915253652335,108.76028484005693,100.45000000000029
0.186474553586201,0.4085871829213796,2021-09-01,74.49,4.31066488818819,112.08439015655665,89.76000000000043
0.110816040508626,0.38607893752015476,2021-10-01,83.54,4.42532555906903,122.9041147629942,93.33000000000004
0.120398024721913,0.32571390680957646,2021-11-01,81.05,4.39506624818168,112.25579543401126,91.41999999999949
0.0871012565510778,0.309317008338153,2021-12-01,74.17,4.30635975574847,101.05619659993468,80.92000000000021
-0.0474617208516479,0.26711350666143224,2022-01-01,86.51,4.46026001419228,112.99838435352517,82.49999999999974
-0.162161679591613,0.24065558766394474,2022-02-01,97.13,4.57605028741424,123.557406135582,82.5900000000001
-0.402101900101814,0.2088181370648852,2022-03-01,117.25,4.76430840732639,144.4778985136047,78.43000000000005
-0.211545360649995,0.1456081767826514,2022-04-01,104.58,4.64995232875998,120.9721683547721,84.63999999999962
-0.406656924444696,0.10065196441860284,2022-05-01,113.34,4.73039215074147,125.3417635917737,75.4699999999998
-0.494471346582567,0.008882420953505206,2022-06-01,122.71,4.80982384798846,123.8048169897146,74.84000000000029
-0.33447298567415,0.0045249118492960375,2022-07-01,111.93,4.71787367590118,112.43762098728156,80.11000000000038
-0.153570128287005,-0.02113742060964845,2022-08-01,100.45,4.60966009126094,98.34902887882006,86.14999999999966
