date,actual,predicted
2018-09-01,-0.176280769553352,-0.04531857414748064
2018-10-01,-0.128905378482371,-0.032380771983249575
2018-11-01,0.0966430924152917,-0.01704811282219936
2018-12-01,0.112967492370004,0.002334639614756378
2019-01-01,0.0731697390903694,-0.014183199011583908
2019-02-01,-0.0800427076735364,0.02551654428792996
2019-03-01,-0.0513410411387909,0.054675617372155746
2019-04-01,-0.176414567431362,0.05158532752350912
2019-05-01,-0.120714276510732,0.019167645871576433
2019-06-01,0.0469941253612536,-0.016007750965115326
2019-07-01,-0.00423297645460341,-0.024892596153238945
2019-08-01,-0.0589534241944722,0.010415814905183994
2019-09-01,-0.674384312433084,0.03114794563448333
2019-10-01,-1.17823639363136,0.0074533932589237305
2019-11-01,-0.766148345738476,0.004514797296822357
2019-12-01,-0.513702039159259,0.001925305003032696
2020-01-01,-0.386633332232408,-0.01088528253232043
2020-02-01,-0.218393800035761,-0.027087674056825498
2020-03-01,0.245326177959535,-0.13053696564522976
2020-04-01,0.782355091533569,-0.2397035429231912
2020-05-01,0.373650530024139,-0.09064171021375117
2020-06-01,0.216216210562116,0.11157790441679634
2020-07-01,0.236376606024623,0.2159021785896382
2020-08-01,0.330772390903814,0.865449201466318
2020-09-01,0.469300620031814,0.9186386151941186
2020-10-01,0.477841703978515,1.2876103483984778
2020-11-01,0.473306904827862,-0.3933039041602945
2020-12-01,0.380825838097186,-0.21146034918580997
2021-01-01,0.316609616393747,-0.07366842798660876
2021-02-01,0.12751218955755,-0.10346604635806764
2021-03-01,0.129989736215064,-0.0800468629781059
2021-04-01,0.253865646629404,-0.10147355976823512
2021-05-01,0.167794642583953,-0.11160871494419279
2021-06-01,0.013710932225802,-0.09695430737543577
2021-07-01,0.140507799002905,-0.058096705948289536
2021-08-01,0.316897750890893,-0.09370039206706585
2021-09-01,0.453643519138203,-0.07912164488761014
2021-10-01,0.224626769690955,-0.016560248864226607
2021-11-01,0.335325902559788,-0.021596283761894916
2021-12-01,0.503464092239989,-0.031773334364644995
2022-01-01,0.257613661708893,-0.06549653487422069
2022-02-01,0.0336098038467041,-0.056224030581242423
2022-03-01,-0.267168965552002,-0.0077688670442142265
2022-04-01,-0.113810729182329,-0.05177237536799669
2022-05-01,-0.214927877837875,-0.08297326970857484
2022-06-01,-0.416362835688911,-0.081310846737792
2022-07-01,-0.305075382560541,-0.08607328695083885
2022-08-01,-0.195771483438318,-0.11771558864588079
2022-09-01,-0.134932934549812,-0.1074872851382646
2022-10-01,-0.0977346314676666,0.013811177801591166
2022-11-01,-0.191729046606821,0.06593447294073594
2022-12-01,-0.0781085108936557,0.03280719476171444
2023-01-01,-0.0293976031136092,0.05360582368797659
2023-02-01,0.0422013551513123,0.057780658280430594
2023-03-01,0.17810510641502,0.07150886796322463
2023-04-01,0.0680472449389447,0.05635208486941745
2023-05-01,0.0943822285214582,0.059635462704096455
2023-06-01,0.0366014490116999,0.08943740956738842
2023-07-01,1.24820570591488e-4,0.05748658630709672
2023-08-01,-0.0314828807649379,0.08110193716401448
2023-09-01,-0.0928484236815397,0.0765924109049903
2023-10-01,-0.0073114317063725,0.059442367506595
2023-11-01,-0.0144516450408725,0.043596443412633974
2023-12-01,0.0578094392278921,0.039728127847024654
2024-01-01,0.0608888963110799,0.0749374032985372
2024-02-01,-0.0380905422622666,0.06735291723469077
2024-03-01,-0.143127863000045,0.06092847597270804
2024-04-01,-0.173289751474623,0.042286187861900186
2024-05-01,-0.094882136871199,0.0015042566690042897
2024-06-01,-0.107591980221064,0.0027930851301116223
2024-07-01,-0.0715546602596326,0.010497244670720263
2024-08-01,-0.0631789016215318,0.039541816439966106
2024-09-01,-0.017581372791561,0.03007116276412611
2024-10-01,-0.104435385082361,0.003809642687448341
2024-11-01,-0.142893943520967,0.026336503789867783
2024-12-01,-0.0333134728561735,0.04942379808245221
